City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,baoqing,46.3317,132.2111,11.98,80,89,2.07,CN,1663163574
346,flinders,-34.5833,150.8552,14.1,77,84,1.79,AU,1663163356
347,eureka,40.8021,-124.1637,12.18,93,81,1.98,US,1663163574
348,khakhea,-24.6895,23.494,28.81,19,0,5.32,BW,1663163575
349,aykhal,66,111.5,0.82,92,76,6.02,RU,1663163575
350,goure,13.9835,10.2704,35.57,29,94,1.25,NE,1663163575
351,kalmunai,7.4167,81.8167,28.28,72,50,6.9,LK,1663163576
352,gbadolite,4.2833,21.0167,27.1,82,98,0.91,CD,1663163576
353,margate,51.3813,1.3862,20.39,75,91,2.24,GB,1663163576
354,touros,-5.1989,-35.4608,29.08,63,38,7.9,BR,1663163577
355,sabang,5.8933,95.3214,27.98,77,39,5.39,ID,1663163578
356,sao filipe,14.8961,-24.4956,27.4,77,68,1.84,CV,1663163578
357,shebunino,46.4339,141.8603,11.68,75,0,2.07,RU,1663163579
358,chirongui,-12.9319,45.1483,26.96,76,65,3.01,YT,1663163579
359,esperantinopolis,-4.8667,-44.7083,36.33,32,18,1.57,BR,1663163580
360,sainte-rose,16.3324,-61.6979,30.02,70,75,4.12,GP,1663163581
361,coquimbo,-29.9533,-71.3436,13.85,67,0,1.54,CL,1663163581
362,port hardy,50.6996,-127.4199,10.1,93,100,1.03,CA,1663163582
363,soledade,-28.8183,-52.5103,15.33,62,58,4.02,BR,1663163582
364,mpika,-11.8343,31.4529,25.7,25,23,4.99,ZM,1663163357
365,bousso,10.4795,16.7117,31.63,50,87,1.07,TD,1663163583
366,emerald,-23.5333,148.1667,17.41,71,18,6.4,AU,1663163584
367,boksitogorsk,59.474,33.8485,9.78,91,100,3.36,RU,1663163584
368,kembe,4.6228,21.8865,27.72,71,100,1.5,CF,1663163585
369,kirkuk,35.4681,44.3922,36.17,13,0,6.37,IQ,1663163586
370,comodoro rivadavia,-45.8667,-67.5,16.92,39,40,7.72,AR,1663163586
371,shingu,33.7333,135.9833,25.34,90,95,3.15,JP,1663163324
372,hami,42.8,93.45,23.96,19,0,3.12,CN,1663163586
373,alice springs,-23.7,133.8833,23.75,33,52,4.12,AU,1663163587
374,riyadh,24.6877,46.7219,43.08,7,4,3.72,SA,1663163489
375,hamilton,39.1834,-84.5333,20.65,90,40,0.45,US,1663163588
376,ulaanbaatar,47.9077,106.8832,15.07,58,40,2,MN,1663163498
377,naze,28.3667,129.4833,27.51,84,34,8.21,JP,1663163589
378,noumea,-22.2763,166.4572,23.33,99,93,2.24,NC,1663162944
379,neuquen,-38.9516,-68.0591,9.94,57,0,2.06,AR,1663163590
380,qaqortoq,60.7167,-46.0333,9.97,59,100,2,GL,1663163591
381,broome,42.2506,-75.833,17.48,82,0,1.79,US,1663163591
382,fraga,41.5229,0.3489,28.1,37,100,1.01,ES,1663163592
383,junin,-34.5838,-60.9433,19.2,38,0,2.73,AR,1663163593
384,lethem,3.3803,-59.7968,30.96,58,36,2.98,GY,1663163593
385,stokmarknes,68.5646,14.9108,8.99,87,75,5.66,NO,1663163593
387,canon city,38.441,-105.2424,21.12,47,0,2.68,US,1663163594
388,kargasok,59.0556,80.8572,7.83,81,100,2.8,RU,1663163595
389,katobu,-4.9408,122.5276,22.89,91,100,1.77,ID,1663163595
390,nelson,-41.2833,173.2833,5.72,77,7,0.45,NZ,1663163408
391,jalu,29.0331,21.5482,32.92,18,0,5.35,LY,1663163596
392,leh,34.1667,77.5833,15.85,36,80,2.5,IN,1663163597
393,peniche,39.3558,-9.3811,23.93,90,29,4.54,PT,1663163597
